20 12000000 0.27865612648221344 0.2312451217778431
20 24000000 0.32153690596562184 0.21104934175871656
20 120000000 0.47991116495053504 0.16914403799445815
20 240000000 0.5514485514485514 0.15917883946166772
20 480000000 0.660781273445706 0.14262311743133127
20 1200000000 0.7488294849733883 0.14236087115735113
20 2400000000 0.8108971479340741 0.1401816543454282
20 4800000000 0.8578454156983282 0.13718358677838766
20 12000000000 0.8986360700581285 0.13425064000746006
20 24000000000 0.9211329716757081 0.13520444719149424
20 72000000000 0.9536266567562658 0.13752646880358743

100 12000000 0.26601387188902487 0.24811887743272573
100 24000000 0.30826017557861135 0.22325698776687447
100 120000000 0.4351551551551552 0.18462749718312935
100 240000000 0.5104718849392891 0.1745427750443386
100 480000000 0.5828888777705509 0.16615147367288252
100 1200000000 0.6727230440413988 0.16112716002091867
100 2400000000 0.7347204239198197 0.15680271275054153
100 4800000000 0.7802483185100889 0.15991277277868368
100 12000000000 0.8323290734146744 0.15821047809852745
100 24000000000 0.8581141189477709 0.16017457459176104
100 72000000000 0.899540411642905 0.16277095225535648

500 240000000 0.34908676255826515 0.24996001956528094
